wavenumber / cm^-1,absorbance / a.u.
1803.117,1.654948
1804.081,1.661629
1805.045,1.668661
1806.009,1.675813
1806.974,1.683167
1807.938,1.690769
1808.902,1.698511
1809.866,1.706373
1810.831,1.714506
1811.795,1.722488
1812.759,1.73052
1813.723,1.738592
1814.687,1.747096
1815.652,1.755628
1816.616,1.7644
1817.58,1.773202
1818.544,1.782054
1819.509,1.790827
1820.473,1.799929
1821.437,1.808931
1822.401,1.818324
1823.366,1.827706
1824.33,1.837079
1825.294,1.846681
1826.258,1.856312
1827.223,1.865515
1828.187,1.875188
1829.151,1.88481
1830.115,1.895072
1831.079,1.904865
1832.044,1.914498
1833.008,1.924129
1833.972,1.933981
1834.936,1.943644
1835.901,1.953476
1836.865,1.963079
1837.829,1.972861
1838.793,1.982274
1839.758,1.991655
1840.722,2.000588
1841.686,2.00986
1842.65,2.018662
1843.614,2.027016
1844.579,2.035158
1845.543,2.04347
1846.507,2.050452
1847.471,2.057643
1848.436,2.064167
1849.4,2.070709
1850.364,2.076141
1851.328,2.081732
1852.293,2.086338
1853.257,2.090679
1854.221,2.094141
1855.185,2.097691
1856.15,2.100089
1857.114,2.102449
1858.078,2.10389
1859.042,2.10515
1860.006,2.10544
1860.971,2.1057
1861.935,2.10479
1862.899,2.10389
1863.863,2.10201
1864.828,2.099971
1865.792,2.096961
1866.756,2.09418
1867.72,2.090609
1868.685,2.086922
1869.649,2.081701
1870.613,2.07715
1871.577,2.071739
1872.542,2.066373
1873.506,2.059932
1874.47,2.05356
1875.434,2.046609
1876.398,2.040026
1877.363,2.032153
1878.327,2.024541
1879.291,2.016189
1880.255,2.008107
1881.22,1.999113
1882.184,1.990301
1883.148,1.980859
1884.112,1.971777
1885.077,1.961835
1886.041,1.952322
1887.005,1.94203
1887.969,1.932297
1888.933,1.922035
1889.898,1.911713
1890.862,1.901051
1891.826,1.891149
1892.79,1.880466
1893.755,1.870514
1894.719,1.860241
1895.683,1.850269
1896.647,1.839986
1897.612,1.830405
1898.576,1.820413
1899.54,1.81106
1900.504,1.801408
1901.469,1.792305
1902.433,1.782812
1903.397,1.77405
1904.361,1.765168
1905.325,1.756745
1906.29,1.748193
1907.254,1.740401
1908.218,1.732239
1909.182,1.724637
1910.147,1.716793
1911.111,1.709641
1912.075,1.702469
1913.039,1.695917
1914.004,1.689093
1914.968,1.682822
1915.932,1.67664
1916.896,1.671358
1917.86,1.665607
1918.825,1.660281
1919.789,1.65518
1920.753,1.650449
1921.717,1.645648
1922.682,1.641562
1923.646,1.63718
1924.61,1.63335
1925.574,1.629719
1926.539,1.626561
1927.503,1.623311
1928.467,1.62052
1929.431,1.617679
1930.396,1.615391
1931.36,1.613011
1932.324,1.61101
1933.288,1.60902
1934.252,1.607539
1935.217,1.605811
1936.181,1.60467
1937.145,1.60347
1938.109,1.60261
1939.074,1.60171
1940.038,1.60121
1941.002,1.60064
1941.966,1.60052
1942.931,1.60011
1943.895,1.60005
1944.859,1.59994
1945.823,1.60013
1946.787,1.60027
1947.752,1.60077
1948.716,1.60101
1949.68,1.60173
1950.644,1.60221
1951.609,1.60286
1952.573,1.60328
1953.537,1.60416
1954.501,1.605021
1955.466,1.60602
1956.43,1.60659
1957.394,1.60749
1958.358,1.60833
1959.323,1.60941
1960.287,1.61021
1961.251,1.61131
1962.215,1.61207
1963.179,1.61315
1964.144,1.614
1965.108,1.6151
1966.072,1.61614
1967.036,1.6173
1968.001,1.61801
1968.965,1.61887
1969.929,1.61972
1970.893,1.62088
1971.858,1.62151
1972.822,1.62243
1973.786,1.62318
1974.75,1.62417
1975.714,1.62474
1976.679,1.62546
1977.643,1.62601
1978.607,1.62687
1979.571,1.62741
1980.536,1.628
1981.5,1.62817
1982.464,1.62855
1983.428,1.62866
1984.393,1.62863
1985.357,1.62835
1986.321,1.62832
1987.285,1.62782
1988.25,1.62746
1989.214,1.62662
1990.178,1.62599
1991.142,1.62503
1992.106,1.624029
1993.071,1.622501
1994.035,1.62115
1994.999,1.61941
1995.963,1.617709
1996.928,1.615651
1997.892,1.61359
1998.856,1.61124
1999.82,1.609079
2000.785,1.606511
2001.749,1.603851
2002.713,1.60096
2003.677,1.598239
2004.642,1.595008
2005.606,1.591731
2006.57,1.58817
2007.534,1.584769
2008.498,1.581329
2009.463,1.577811
2010.427,1.57365
2011.391,1.569829
2012.355,1.565799
2013.32,1.561822
2014.284,1.557541
2015.248,1.55335
2016.212,1.548949
2017.177,1.544592
2018.141,1.539921
2019.105,1.53529
2020.069,1.530399
2021.033,1.525728
2021.998,1.520752
2022.962,1.515671
2023.926,1.510569
2024.89,1.505598
2025.855,1.500252
2026.819,1.494971
2027.783,1.489619
2028.747,1.484258
2029.712,1.478583
2030.676,1.472931
2031.64,1.46699
2032.604,1.461219
2033.569,1.455377
2034.533,1.449412
2035.497,1.4432
2036.461,1.437009
2037.425,1.430658
2038.39,1.424353
2039.354,1.417701
2040.318,1.411099
2041.282,1.404557
2042.247,1.397873
2043.211,1.390882
2044.175,1.38396
2045.139,1.377118
2046.104,1.370154
2047.068,1.362972
2048.032,1.35575
2048.996,1.348668
2049.96,1.341576
2050.925,1.334262
2051.889,1.32689
2052.853,1.319748
2053.817,1.312726
2054.782,1.305472
2055.746,1.298292
2056.71,1.291168
2057.674,1.284108
2058.639,1.277202
2059.603,1.270232
2060.567,1.263358
2061.531,1.256718
2062.496,1.250133
2063.46,1.243532
2064.424,1.237
2065.388,1.230658
2066.352,1.224703
2067.317,1.218711
2068.281,1.21265
2069.245,1.2067
2070.209,1.201247
2071.174,1.195833
2072.138,1.19045
2073.102,1.18516
2074.066,1.180207
2075.031,1.175452
2075.995,1.170901
2076.959,1.16622
2077.923,1.161839
2078.887,1.157718
2079.852,1.153811
2080.816,1.14983
2081.78,1.146079
2082.744,1.142538
2083.709,1.139421
2084.673,1.136181
2085.637,1.132999
2086.601,1.129879
2087.566,1.127361
2088.53,1.124801
2089.494,1.122239
2090.458,1.119659
2091.423,1.117571
2092.387,1.115551
2093.351,1.1136
2094.315,1.11147
2095.279,1.109881
2096.244,1.10846
2097.208,1.10706
2098.172,1.10528
2099.136,1.10395
2100.101,1.10298
2101.065,1.10203
2102.029,1.10085
2102.993,1.1
2103.958,1.09922
2104.922,1.09874
2105.886,1.09796
2106.85,1.09716
2107.814,1.09651
2108.779,1.0965
2109.743,1.0962
2110.707,1.09576
2111.671,1.09531
2112.636,1.09548
2113.6,1.09565
2114.564,1.09567
2115.528,1.09524
2116.493,1.09542
2117.457,1.09584
2118.421,1.09612
2119.385,1.09607
2120.35,1.09648
2121.314,1.09697
2122.278,1.09757
2123.242,1.09772
2124.206,1.09815
2125.171,1.09874
2126.135,1.09966
2127.099,1.10007
2128.063,1.10052
2129.028,1.101179
2129.992,1.10222
2130.956,1.10291
2131.92,1.1036
2132.885,1.10415
2133.849,1.1052
2134.813,1.10623
2135.777,1.1071
2136.742,1.107641
2137.706,1.10866
2138.67,1.10973
2139.634,1.1108
2140.598,1.11148
2141.563,1.11249
2142.527,1.11361
2143.491,1.11493
2144.455,1.11567
2145.42,1.1165
2146.384,1.11762
2147.348,1.11903
2148.312,1.12
2149.277,1.12089
2150.241,1.1218
2151.205,1.12319
2152.169,1.1244
2153.133,1.12544
2154.098,1.12617
2155.062,1.12745
2156.026,1.12889
2156.99,1.13018
2157.955,1.13083
2158.919,1.13202
2159.883,1.13345
2160.847,1.13484
2161.812,1.13564
2162.776,1.13674
2163.74,1.13815
2164.704,1.13981
2165.669,1.14077
2166.633,1.14165
2167.597,1.14279
2168.561,1.1446
2169.525,1.14584
2170.49,1.14669
2171.454,1.1476
2172.418,1.14939
2173.382,1.15094
2174.347,1.15184
2175.311,1.15257
2176.275,1.154271
2177.239,1.15596
2178.204,1.15717
2179.168,1.15783
2180.132,1.15926
2181.096,1.16104
2182.06,1.162649
2183.025,1.16338
2183.989,1.16446
2184.953,1.166151
2185.917,1.168051
2186.882,1.16889
2187.846,1.16968
2188.81,1.17116
2189.774,1.173311
2190.739,1.174659
2191.703,1.17559
2192.667,1.17663
2193.631,1.178501
2194.596,1.180141
2195.56,1.1812
2196.524,1.18209
2197.488,1.18391
2198.452,1.185661
2199.417,1.18711
2200.381,1.18792
2201.345,1.18934
2202.309,1.191191
2203.274,1.19301
2204.238,1.19387
2205.202,1.19504
2206.166,1.196881
2207.131,1.198889
2208.095,1.19999
2209.059,1.201
2210.023,1.202441
2210.987,1.204609
2211.952,1.20626
2212.916,1.20732
2213.88,1.208261
2214.844,1.210251
2215.809,1.212059
2216.773,1.21346
2217.737,1.21451
2218.701,1.216321
2219.666,1.218209
2220.63,1.21979
2221.594,1.22066
2222.558,1.22214
2223.523,1.224181
2224.487,1.22618
2225.451,1.22736
2226.415,1.22859
2227.379,1.230311
2228.344,1.23257
2229.308,1.23416
2230.272,1.23521
2231.236,1.236401
2232.201,1.238659
2233.165,1.24068
2234.129,1.24195
2235.093,1.243001
2236.058,1.245029
2237.022,1.24727
2237.986,1.24894
2238.95,1.24976
2239.914,1.251249
2240.879,1.253689
2241.843,1.25592
2242.807,1.25686
2243.771,1.258001
2244.736,1.260129
2245.7,1.26258
2246.664,1.26404
2247.628,1.265081
2248.593,1.266809
2249.557,1.26942
2250.521,1.2714
2251.485,1.27228
2252.45,1.273121
2253.414,1.275339
2254.378,1.27751
2255.342,1.2786
2256.306,1.279211
2257.271,1.2809
2258.235,1.28303
2259.199,1.28453
2260.163,1.285
2261.128,1.286139
2262.092,1.288319
2263.056,1.29019
2264.02,1.29072
2264.985,1.291369
2265.949,1.293149
2266.913,1.29526
2267.877,1.29634
2268.842,1.29683
2269.806,1.29796
2270.77,1.30005
2271.734,1.30157
2272.698,1.30203
2273.663,1.302689
2274.627,1.30462
2275.591,1.30644
2276.555,1.3073
2277.52,1.30771
2278.484,1.30913
2279.448,1.31106
2280.412,1.31248
2281.377,1.31281
2282.341,1.31342
2283.305,1.31493
2284.269,1.31655
2285.233,1.3173
2286.198,1.31782
2287.162,1.31884
2288.126,1.320601
2289.09,1.32187
2290.055,1.32211
2291.019,1.32258
2291.983,1.324371
2292.947,1.32608
2293.912,1.32687
2294.876,1.327
2295.84,1.32798
2296.804,1.3297
2297.769,1.33102
2298.733,1.33132
2299.697,1.33166
2300.661,1.333361
2301.625,1.33507
2302.59,1.33569
2303.554,1.33585
2304.518,1.33713
2305.482,1.339021
2306.447,1.34026
2307.411,1.34058
2308.375,1.34079
2309.339,1.342621
2310.304,1.344691
2311.268,1.34538
2312.232,1.34529
2313.196,1.346661
2314.16,1.34875
2315.125,1.3494
2316.089,1.34973
2317.053,1.350261
2318.017,1.352551
2318.982,1.35452
2319.946,1.35486
2320.91,1.35468
2321.874,1.35618
2322.839,1.357759
2323.803,1.35906
2324.767,1.35923
2325.731,1.36017
2326.696,1.361969
2327.66,1.36383
2328.624,1.36447
2329.588,1.36449
2330.552,1.366291
2331.517,1.368429
2332.481,1.36897
2333.445,1.36881
2334.409,1.369851
2335.374,1.371359
2336.338,1.37302
2337.302,1.37379
2338.266,1.373981
2339.231,1.375892
2340.195,1.37832
2341.159,1.37892
2342.123,1.37951
2343.087,1.381131
2344.052,1.38302
2345.016,1.38448
2345.98,1.38557
2346.944,1.385991
2347.909,1.38762
2348.873,1.38888
2349.837,1.38957
2350.801,1.39032
2351.766,1.392149
2352.73,1.39422
2353.694,1.39597
2354.658,1.39691
2355.623,1.398149
2356.587,1.40019
2357.551,1.40224
2358.515,1.40396
2359.479,1.40459
2360.444,1.405789
2361.408,1.40771
2362.372,1.40885
2363.336,1.40986
2364.301,1.411249
2365.265,1.41331
2366.229,1.41481
2367.193,1.4154
2368.158,1.41534
2369.122,1.416819
2370.086,1.41975
2371.05,1.42161
2372.014,1.42163
2372.979,1.42258
2373.943,1.424849
2374.907,1.42705
2375.871,1.42781
2376.836,1.42854
2377.8,1.4298
2378.764,1.432001
2379.728,1.43362
2380.693,1.43409
2381.657,1.43478
2382.621,1.437
2383.585,1.43897
2384.55,1.44008
2385.514,1.4405
2386.478,1.44198
2387.442,1.444281
2388.406,1.44615
2389.371,1.44658
2390.335,1.44738
2391.299,1.44951
2392.263,1.45177
2393.228,1.45264
2394.192,1.45322
2395.156,1.45466
2396.12,1.457141
2397.085,1.45898
2398.049,1.4595
2399.013,1.46008
2399.977,1.462431
2400.942,1.464651
2401.906,1.46556
2402.87,1.46607
2403.834,1.467781
2404.798,1.470071
2405.763,1.47179
2406.727,1.47227
2407.691,1.473251
2408.655,1.475421
2409.62,1.477789
2410.584,1.47857
2411.548,1.47906
2412.512,1.480761
2413.477,1.483259
2414.441,1.4848
2415.405,1.48543
2416.369,1.486291
2417.333,1.488511
2418.298,1.490709
2419.262,1.49166
2420.226,1.49206
2421.19,1.493851
2422.155,1.496209
2423.119,1.49796
2424.083,1.49871
2425.047,1.49979
2426.012,1.501661
2426.976,1.50388
2427.94,1.50497
2428.904,1.5056
2429.869,1.507272
2430.833,1.50975
2431.797,1.51123
2432.761,1.51197
2433.725,1.51282
2434.69,1.514799
2435.654,1.51703
2436.618,1.51846
2437.582,1.51899
2438.547,1.520309
2439.511,1.52256
2440.475,1.52438
2441.439,1.52509
2442.404,1.526279
2443.368,1.52827
2444.332,1.53045
2445.296,1.53179
2446.26,1.53242
2447.225,1.533559
2448.189,1.53603
2449.153,1.53796
2450.117,1.53859
2451.082,1.539369
2452.046,1.54151
2453.01,1.54365
2453.974,1.54499
2454.939,1.545501
2455.903,1.5469
2456.867,1.54923
2457.831,1.55127
2458.796,1.55177
2459.76,1.55245
2460.724,1.554689
2461.688,1.55713
2462.652,1.55817
2463.617,1.5588
2464.581,1.560099
2465.545,1.562431
2466.509,1.56444
2467.474,1.56523
2468.438,1.56582
2469.402,1.56803
2470.366,1.57047
2471.331,1.57164
2472.295,1.57206
2473.259,1.57354
2474.223,1.575881
2475.187,1.577889
2476.152,1.5785
2477.116,1.57902
2478.08,1.58105
2479.044,1.583691
2480.009,1.5848
2480.973,1.58518
2481.937,1.58656
2482.901,1.589101
2483.866,1.59095
2484.83,1.59178
2485.794,1.59242
2486.758,1.594301
2487.723,1.596781
2488.687,1.59821
2489.651,1.59849
2490.615,1.599811
2491.579,1.602191
2492.544,1.60418
2493.508,1.60499
2494.472,1.60583
2495.436,1.607481
2496.401,1.60992
2497.365,1.61134
2498.329,1.61182
2499.293,1.613121
2500.258,1.615599
2501.222,1.61754
2502.186,1.61854
2503.15,1.61933
2504.114,1.620919
2505.079,1.623069
2506.043,1.62495
2507.007,1.6256
2507.971,1.626591
2508.936,1.628759
2509.9,1.63111
2510.864,1.6322
2511.828,1.632951
2512.793,1.634561
2513.757,1.636899
2514.721,1.63855
2515.685,1.6393
2516.65,1.640171
2517.614,1.642379
2518.578,1.64478
2519.542,1.64594
2520.506,1.64634
2521.471,1.64802
2522.435,1.65045
2523.399,1.65216
2524.363,1.65285
2525.328,1.65362
2526.292,1.655749
2527.256,1.65838
2528.22,1.65941
2529.185,1.65968
2530.149,1.66117
2531.113,1.66374
2532.077,1.66555
2533.041,1.6662
2534.006,1.666819
2534.97,1.66889
2535.934,1.67143
2536.898,1.67269
2537.863,1.67289
2538.827,1.67414
2539.791,1.676531
2540.755,1.67843
2541.72,1.67901
2542.684,1.67986
2543.648,1.681871
2544.612,1.68424
2545.577,1.68558
2546.541,1.68594
2547.505,1.687071
2548.469,1.689651
2549.433,1.691649
2550.398,1.69226
2551.362,1.693
2552.326,1.694981
2553.29,1.697269
2554.255,1.69864
2555.219,1.69897
2556.183,1.70015
2557.147,1.702712
2558.112,1.704959
2559.076,1.70534
2560.04,1.70574
2561.004,1.707791
2561.969,1.710129
2562.933,1.71133
2563.897,1.71191
2564.861,1.713031
2565.825,1.715281
2566.79,1.71742
2567.754,1.71835
2568.718,1.71888
2569.682,1.720701
2570.647,1.72306
2571.611,1.72444
2572.575,1.72502
2573.539,1.72617
2574.504,1.72817
2575.468,1.7303
2576.432,1.73143
2577.396,1.7319
2578.36,1.733479
2579.325,1.73597
2580.289,1.73759
2581.253,1.73835
2582.217,1.739309
2583.182,1.741189
2584.146,1.74336
2585.11,1.74467
2586.074,1.74522
2587.039,1.746509
2588.003,1.74886
2588.967,1.75102
2589.931,1.7518
2590.896,1.752429
2591.86,1.75413
2592.824,1.75656
2593.788,1.75816
2594.752,1.75873
2595.717,1.759719
2596.681,1.7622
2597.645,1.7645
2598.609,1.76511
2599.574,1.7655
2600.538,1.767419
2601.502,1.76999
2602.466,1.77151
2603.431,1.77189
2604.395,1.77282
2605.359,1.775301
2606.323,1.77781
2607.287,1.77858
2608.252,1.77889
2609.216,1.78062
2610.18,1.783241
2611.144,1.78485
2612.109,1.78535
2613.073,1.7866
2614.037,1.78868
2615.001,1.790711
2615.966,1.791839
2616.93,1.79236
2617.894,1.79401
2618.858,1.796621
2619.823,1.798409
2620.787,1.79903
2621.751,1.8001
2622.715,1.802291
2623.679,1.804481
2624.644,1.80566
2625.608,1.8062
2626.572,1.807681
2627.536,1.810251
2628.501,1.81213
2629.465,1.81279
2630.429,1.81374
2631.393,1.815881
2632.358,1.81814
2633.322,1.81951
2634.286,1.82028
2635.25,1.821731
2636.214,1.824099
2637.179,1.82603
2638.143,1.82687
2639.107,1.82768
2640.071,1.829779
2641.036,1.83218
2642.0,1.8337
2642.964,1.83453
2643.928,1.835861
2644.893,1.838009
2645.857,1.8401
2646.821,1.84117
2647.785,1.842081
2648.75,1.843949
2649.714,1.84637
2650.678,1.84802
2651.642,1.84891
2652.606,1.850061
2653.571,1.852249
2654.535,1.85456
2655.499,1.85597
2656.463,1.85662
2657.428,1.858029
2658.392,1.860649
2659.356,1.86276
2660.32,1.86369
2661.285,1.86462
2662.249,1.866559
2663.213,1.868981
2664.177,1.87061
2665.141,1.87134
2666.106,1.872609
2667.07,1.87508
2668.034,1.87734
2668.998,1.87832
2669.963,1.87897
2670.927,1.88111
2671.891,1.88386
2672.855,1.88553
2673.82,1.886109
2674.784,1.88724
2675.748,1.88977
2676.712,1.892291
2677.677,1.89323
2678.641,1.89381
2679.605,1.89573
2680.569,1.898561
2681.533,1.90035
2682.498,1.90082
2683.462,1.90195
2684.426,1.904561
2685.39,1.907061
2686.355,1.90811
2687.319,1.90871
2688.283,1.910671
2689.247,1.913381
2690.212,1.91519
2691.176,1.91581
2692.14,1.916991
2693.104,1.919461
2694.069,1.922039
2695.033,1.9235
2695.997,1.92425
2696.961,1.925791
2697.925,1.928459
2698.89,1.93049
2699.854,1.93143
2700.818,1.93247
2701.782,1.934842
2702.747,1.937419
2703.711,1.93902
2704.675,1.93976
2705.639,1.941271
2706.604,1.943859
2707.568,1.946149
2708.532,1.9472
2709.496,1.94822
2710.46,1.950342
2711.425,1.953069
2712.389,1.95491
2713.353,1.95574
2714.317,1.956941
2715.282,1.959589
2716.246,1.962059
2717.21,1.96343
2718.174,1.96418
2719.139,1.965939
2720.103,1.968869
2721.067,1.97128
2722.031,1.97223
2722.996,1.973119
2723.96,1.975449
2724.924,1.97841
2725.888,1.9801
2726.852,1.980879
2727.817,1.982419
2728.781,1.98531
2729.745,1.9878
2730.709,1.98901
2731.674,1.989779
2732.638,1.99184
2733.602,1.99463
2734.566,1.99668
2735.531,1.997569
2736.495,1.999109
2737.459,2.0019
2738.423,2.00452
2739.387,2.00569
2740.352,2.006609
2741.316,2.00873
2742.28,2.011761
2743.244,2.01387
2744.209,2.01484
2745.173,2.015939
2746.137,2.018521
2747.101,2.02137
2748.066,2.02289
2749.03,2.02375
2749.994,2.025841
2750.958,2.028811
2751.923,2.031099
2752.887,2.03218
2753.851,2.03334
2754.815,2.035731
2755.779,2.038669
2756.744,2.0403
2757.708,2.04106
2758.672,2.04275
2759.636,2.045812
2760.601,2.048349
2761.565,2.04962
2762.529,2.05056
2763.493,2.052732
2764.458,2.055659
2765.422,2.057679
2766.386,2.05862
2767.35,2.060231
2768.314,2.063042
2769.279,2.065809
2770.243,2.06715
2771.207,2.068151
2772.171,2.070102
2773.136,2.073059
2774.1,2.07531
2775.064,2.07643
2776.028,2.077551
2776.993,2.080369
2777.957,2.0832
2778.921,2.08501
2779.885,2.08589
2780.85,2.087669
2781.814,2.090629
2782.778,2.09342
2783.742,2.09448
2784.706,2.095519
2785.671,2.097769
2786.635,2.1008
2787.599,2.10279
2788.563,2.10389
2789.528,2.105419
2790.492,2.10834
2791.456,2.11097
2792.42,2.11246
2793.385,2.113529
2794.349,2.115829
2795.313,2.11871
2796.277,2.12101
2797.241,2.12214
2798.206,2.123689
2799.17,2.12634
2800.134,2.12931
2801.098,2.13102
2802.063,2.13201
2803.027,2.133849
2803.991,2.137041
2804.955,2.13971
2805.92,2.14084
2806.884,2.141809
2807.848,2.144481
2808.812,2.147381
2809.777,2.149109
2810.741,2.15014
2811.705,2.15204
2812.669,2.154871
2813.633,2.157979
2814.598,2.15932
2815.562,2.1603
2816.526,2.162611
2817.49,2.165771
2818.455,2.167799
2819.419,2.16917
2820.383,2.17073
2821.347,2.173372
2822.312,2.176319
2823.276,2.17849
2824.24,2.17935
2825.204,2.181441
2826.169,2.184522
2827.133,2.18702
2828.097,2.18809
2829.061,2.189541
2830.025,2.192232
2830.99,2.195399
2831.954,2.19735
2832.918,2.19854
2833.882,2.200411
2834.847,2.203819
2835.811,2.20648
2836.775,2.20782
2837.739,2.209181
2838.704,2.211998
2839.668,2.215149
2840.632,2.2178
2841.596,2.21922
2842.56,2.220739
2843.525,2.223679
2844.489,2.22749
2845.453,2.22959
2846.417,2.231071
2847.382,2.233659
2848.346,2.23717
2849.31,2.23963
2850.274,2.241411
2851.239,2.243309
2852.203,2.24625
2853.167,2.24939
2854.131,2.25182
2855.096,2.253091
2856.06,2.255219
2857.024,2.25829
2857.988,2.26104
2858.952,2.26224
2859.917,2.26339
2860.881,2.265829
2861.845,2.268991
2862.809,2.27105
2863.774,2.27197
2864.738,2.27287
2865.702,2.275371
2866.666,2.277981
2867.631,2.279549
2868.595,2.280509
2869.559,2.28271
2870.523,2.285401
2871.487,2.287769
2872.452,2.28885
2873.416,2.29028
2874.38,2.292691
2875.344,2.295911
2876.309,2.297759
2877.273,2.29878
2878.237,2.30063
2879.201,2.303761
2880.166,2.306199
2881.13,2.30766
2882.094,2.30885
2883.058,2.311241
2884.023,2.314152
2884.987,2.3164
2885.951,2.3172
2886.915,2.319101
2887.879,2.322222
2888.844,2.32518
2889.808,2.326819
2890.772,2.328541
2891.736,2.330731
2892.701,2.333819
2893.665,2.33639
2894.629,2.33822
2895.593,2.339751
2896.558,2.342878
2897.522,2.346039
2898.486,2.34808
2899.45,2.349461
2900.414,2.352049
2901.379,2.355089
2902.343,2.35827
2903.307,2.36023
2904.271,2.361961
2905.236,2.364498
2906.2,2.36832
2907.164,2.37085
2908.128,2.372641
2909.093,2.374869
2910.057,2.37807
2911.021,2.38103
2911.985,2.38336
2912.95,2.384991
2913.914,2.387929
2914.878,2.39156
2915.842,2.394681
2916.806,2.396511
2917.771,2.398959
2918.735,2.402289
2919.699,2.40591
2920.663,2.40818
2921.628,2.410509
2922.592,2.413129
2923.556,2.416341
2924.52,2.419091
2925.485,2.421429
2926.449,2.423209
2927.413,2.42596
2928.377,2.428701
2929.341,2.430849
2930.306,2.432169
2931.27,2.43457
2932.234,2.437211
2933.198,2.439981
2934.163,2.441639
2935.127,2.44282
2936.091,2.44431
2937.055,2.447051
2938.02,2.449139
2938.984,2.45036
2939.948,2.45159
2940.912,2.453871
2941.877,2.455751
2942.841,2.45736
2943.805,2.45838
2944.769,2.460041
2945.733,2.462291
2946.698,2.46455
2947.662,2.46579
2948.626,2.46729
2949.59,2.469581
2950.555,2.472379
2951.519,2.47401
2952.483,2.47569
2953.447,2.477381
2954.412,2.480169
2955.376,2.483379
2956.34,2.48558
2957.304,2.48665
2958.269,2.488989
2959.233,2.491889
2960.197,2.49443
2961.161,2.49573
2962.125,2.497431
2963.09,2.499619
2964.054,2.50257
2965.018,2.50473
2965.982,2.50605
2966.947,2.507229
2967.911,2.50989
2968.875,2.51253
2969.839,2.51407
2970.804,2.515311
2971.768,2.517709
2972.732,2.51966
2973.696,2.52155
2974.66,2.522521
2975.625,2.52405
2976.589,2.526499
2977.553,2.52933
2978.517,2.53061
2979.482,2.531869
2980.446,2.5336
2981.41,2.536271
2982.374,2.538931
2983.339,2.540939
2984.303,2.541889
2985.267,2.54391
2986.231,2.546641
2987.196,2.549109
2988.16,2.54997
2989.124,2.55186
2990.088,2.554691
2991.052,2.557131
2992.017,2.558309
2992.981,2.56021
2993.945,2.56248
2994.909,2.565251
2995.874,2.567639
2996.838,2.56919
2997.802,2.57056
2998.766,2.573341
2999.731,2.575781
3000.695,2.577569
3001.659,2.57911
3002.623,2.58159
3003.587,2.583841
3004.552,2.586479
3005.516,2.588619
3006.48,2.590491
3007.444,2.592401
3008.409,2.595199
3009.373,2.59712
3010.337,2.59849
3011.301,2.600251
3012.266,2.602839
3013.23,2.605089
3014.194,2.60784
3015.158,2.60988
3016.123,2.611939
3017.087,2.614579
3018.051,2.61763
3019.015,2.61966
3019.979,2.621931
3020.944,2.624269
3021.908,2.62674
3022.872,2.6285
3023.836,2.630661
3024.801,2.632479
3025.765,2.63523
3026.729,2.6381
3027.693,2.64022
3028.658,2.641531
3029.622,2.644249
3030.586,2.64701
3031.55,2.64909
3032.514,2.650621
3033.479,2.652669
3034.443,2.654619
3035.407,2.657821
3036.371,2.66029
3037.336,2.66226
3038.3,2.66379
3039.264,2.666481
3040.228,2.668771
3041.193,2.670439
3042.157,2.671979
3043.121,2.67526
3044.085,2.677741
3045.05,2.680249
3046.014,2.682149
3046.978,2.6841
3047.942,2.686661
3048.906,2.68962
3049.871,2.691009
3050.835,2.69305
3051.799,2.6959
3052.763,2.698951
3053.728,2.700709
3054.692,2.703
3055.656,2.70484
3056.62,2.707031
3057.585,2.709692
3058.549,2.712209
3059.513,2.71353
3060.477,2.715971
3061.441,2.718872
3062.406,2.72157
3063.37,2.7234
3064.334,2.72554
3065.298,2.727751
3066.263,2.730089
3067.227,2.73192
3068.191,2.73431
3069.155,2.736301
3070.12,2.739028
3071.084,2.741639
3072.048,2.74394
3073.012,2.745681
3073.977,2.748269
3074.941,2.750469
3075.905,2.75321
3076.869,2.75491
3077.833,2.756031
3078.798,2.758178
3079.762,2.76174
3080.726,2.76448
3081.69,2.76664
3082.655,2.768009
3083.619,2.77032
3084.583,2.77303
3085.547,2.77592
3086.512,2.777451
3087.476,2.779529
3088.44,2.78233
3089.404,2.78514
3090.369,2.786491
3091.333,2.788769
3092.297,2.791519
3093.261,2.7944
3094.225,2.796061
3095.19,2.798039
3096.154,2.799979
3097.118,2.802901
3098.082,2.805361
3099.047,2.807599
3100.011,2.80899
3100.975,2.81177
3101.939,2.814701
3102.904,2.817179
3103.868,2.818739
3104.832,2.82094
3105.796,2.823141
3106.76,2.826041
3107.725,2.827539
3108.689,2.82907
3109.653,2.83151
3110.617,2.835032
3111.582,2.837669
3112.546,2.83963
3113.51,2.84116
3114.474,2.843441
3115.439,2.845371
3116.403,2.847569
3117.367,2.85015
3118.331,2.8529
3119.296,2.854441
3120.26,2.857209
3121.224,2.859719
3122.188,2.86211
3123.152,2.864591
3124.117,2.868079
3125.081,2.87027
3126.045,2.87248
3127.009,2.874321
3127.974,2.876659
3128.938,2.878889
3129.902,2.88178
3130.866,2.884121
3131.831,2.886849
3132.795,2.888919
3133.759,2.89159
3134.723,2.893701
3135.687,2.896099
3136.652,2.898169
3137.616,2.90067
3138.58,2.90245
3139.544,2.904931
3140.509,2.907479
3141.473,2.9107
3142.437,2.91345
3143.401,2.91601
3144.366,2.917701
3145.33,2.920429
3146.294,2.92291
3147.258,2.925711
3148.223,2.928061
3149.187,2.930229
3150.151,2.93194
