Chemical Shift,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
257.586,3.0531133177191805e-16,0.10034594222926668,0.20366118323355267,0.23520222334449262,0.26581309976010553,0.16243763584504495,0.2601551512807359,0.24385983146146756,0.127477081758673,0.14668127812073223,0.20960333501576744,0.10592265699041511,0.1712736765527357,0.3512902958873445,0.11030825107475764
257.488,0.003332368763203239,0.09180657335410869,0.16621112774900199,0.24480622244544897,0.20012543069535418,0.17235007252692924,0.25914739394315806,0.2430745867015847,0.15801548459389864,0.16047515097295617,0.20694157636840002,0.10942270607387747,0.14998422277029339,0.35577837989453176,0.15187916288429026
257.39,0.0125481879014291,0.08693381228974924,0.15336248328705057,0.24332655816258503,0.14537747851231816,0.1692536886389976,0.2718382496858658,0.24129237645894608,0.17627341740560656,0.14452030751563993,0.20365745185505896,0.11341537368184249,0.13694403438978947,0.333948758779243,0.18682170489160194
257.292,0.0140303729458425,0.10083713911852389,0.16882531150517732,0.24933793517716843,0.12314012002961935,0.14710022283745205,0.28038048562453377,0.23990192695605358,0.17965495506527474,0.11880237386255629,0.19209070111677778,0.10874168123740596,0.14586988882223323,0.2915724055205673,0.20464881756211534
257.195,0.007385508262605894,0.13272039245325662,0.1979816855562306,0.26872511633714824,0.12818463801619845,0.13628566917069648,0.2944626612860406,0.2568641689080365,0.16932966754518225,0.08895572671613602,0.17189499404339287,0.08869353989975273,0.15409606450144891,0.2408779937570784,0.20539295700179172
257.097,0.005323745124402174,0.15737179748290725,0.232289391927359,0.28168275269307697,0.1498395466131997,0.1481886442434227,0.3082107751808629,0.2730182222477343,0.17554862792612597,0.06592210303893462,0.13373725385381652,0.06644784279241192,0.14409343927546928,0.19986094338267435,0.19738909320787695
256.999,0.014270580220171955,0.159744612922672,0.27696635025311295,0.3041107953401105,0.17176561403952084,0.1679643360552198,0.3260938802576289,0.27513207236042864,0.1939664350580776,0.03522896103129293,0.10084016495425926,0.05806774656822361,0.12864205411247137,0.186959834539975,0.18864347961426423
256.901,0.030560104720264297,0.15444796485480627,0.32639566697148686,0.32851637081465507,0.18615622046012414,0.18045341283717423,0.3460928533188629,0.2617559299451533,0.18937718490660793,0.0036938070427560282,0.08534019312324277,0.07047523696221668,0.10650323608207546,0.2002728479664722,0.1849842934006306
256.803,0.05138368436446719,0.15031422507741546,0.367442825100432,0.3458228588264807,0.17507417871998915,0.19461455362083135,0.33934888317835765,0.26052418439654745,0.1742347067892949,-1.457167719820518e-15,0.06470088137678863,0.08063622689048112,0.08171104314585162,0.2182930423590857,0.18602115202977482
256.705,0.07847158378793245,0.1525484998191795,0.38999629548688053,0.34777861257735665,0.13172042627007086,0.21577385671688099,0.32812840993834513,0.26776399098248055,0.15816512853651166,4.996003610813204e-16,0.05885911478753187,0.09932099580170475,0.0607590985556492,0.2139097244430318,0.18554687216818094
256.608,0.1200115323122768,0.15076568171104426,0.39565951108650393,0.3130929384050095,0.06054867845280035,0.2516915245951848,0.30319777772281,0.23887723268398078,0.14820704086724945,-9.71445146547012e-16,0.06452441433157363,0.14630551435027775,0.04960921714208071,0.18700850798129307,0.1774551663116367
256.51,0.1457726804665141,0.15502248318568715,0.41034836242137307,0.2609950712273047,0.0039054926136623813,0.2842865624742803,0.27748417703649286,0.2060972364098957,0.1483278984072464,8.326672684688674e-16,0.06696374319234658,0.1911891375428424,0.04339023545456393,0.15906441484322154,0.17320138062247678
256.412,0.14601002439445407,0.1616005368640091,0.425787372864682,0.21971874290001375,-1.457167719820518e-15,0.31792084944285803,0.2486169092053057,0.19475771844992856,0.16650622490276276,0.006146841272167025,0.04902932695648127,0.21732041181152828,0.04560408060789374,0.13259174921373704,0.17138547365754234
256.314,0.1342544423780366,0.1635115523979503,0.4167801053142406,0.18637336732418935,5.551115123125783e-17,0.33485970679450294,0.22229061537187994,0.2099441333594336,0.19506317312502874,0.025491570216755507,0.05314807689534762,0.204107027371655,0.04595429871351475,0.11449781527272873,0.17757671441960776
256.216,0.11616012978059555,0.15851609768128413,0.37465658707635036,0.18406733636733763,1.3600232051658168e-15,0.3359093873703932,0.21018591539576892,0.22624659243270512,0.22990244083222056,0.04624049674111845,0.08672435611587864,0.18513629942014553,0.03556505210366732,0.1294396321111977,0.18976071370875502
256.119,0.09957442980097271,0.14696755074276266,0.32683691099996504,0.20940335049717432,0.007422140851473996,0.3189798359479656,0.18768629628881456,0.23513341867151633,0.2566597326623292,0.06626503492959557,0.14538436937258525,0.18437026899428324,0.01492868328399466,0.15928883073632902,0.19576655497388318
256.021,0.07857937617818234,0.13886681688279068,0.31228964123653574,0.2442960079423111,0.032640135279632505,0.2758051072481572,0.1660141483143363,0.21105430811392537,0.26678446131217926,0.08520816010104382,0.19565157461807886,0.20283795262618853,0.005393659810079263,0.18927130288854147,0.19024994586659638
255.923,0.04773867993789227,0.1439906231790934,0.3321767815028759,0.2832195719405858,0.06991014662590367,0.22162953883309483,0.1545153822725353,0.17680168665678922,0.2605491489961866,0.10786275989858438,0.213420529568556,0.21975271656160694,0.00916585271530962,0.19626372543601261,0.16409011221698988
255.825,0.021682477783094484,0.14636414629990024,0.3478965450085073,0.28978519603150016,0.10476558001069741,0.166466698139488,0.15368006902126607,0.14678407049889114,0.23984024692606676,0.13008275324653382,0.21523252907872614,0.24115660523179633,0.020785435012484366,0.18770201631068228,0.12151206194662502
255.727,0.0043967246630582935,0.13579840146797578,0.3257090551117221,0.27068683238646285,0.12991133119494377,0.11969894367848992,0.1688410793252676,0.1067679215411261,0.19971397332228463,0.13151828650332173,0.21804160946705475,0.2763825688780427,0.03390577577317526,0.18354164927584662,0.09305467237185278
255.629,1.7486012637846216e-15,0.12294674066146064,0.2623816886805783,0.22458446853685926,0.1258152914377151,0.09618413157105031,0.181166687092929,0.04981314771342224,0.15952831701918532,0.12950567804543517,0.2230263467629399,0.2950518382914243,0.04504190004831321,0.17296784351467095,0.08508896643553462
255.532,-5.273559366969494e-16,0.12482856543030454,0.19468563346744222,0.16644682476511763,0.0914565558650163,0.10531281391191027,0.2095898104038633,1.4988010832439613e-15,0.15704973090360924,0.1409808808218825,0.21451988774470077,0.30207660729147967,0.06573274528169178,0.14767635426494094,0.10208371981627717
255.434,5.273559366969494e-16,0.14714328203023305,0.1550628215700557,0.12978312389709434,0.06540349234064781,0.1256990221852653,0.24976050460812732,3.3306690738754696e-16,0.18117612082651408,0.14972265465851722,0.20536033401268117,0.2973147888880283,0.08598956333332938,0.13427257181128094,0.11676233290040565
255.336,0.009675036122904698,0.17317828425224274,0.14035278311112856,0.09946896217408316,0.044713385407305975,0.139387021832864,0.28492303283170356,-6.661338147750939e-16,0.21128473453694402,0.15690516155198367,0.18910269396681484,0.2962071923251006,0.10085793998529867,0.15912305399437082,0.10387798108985774
255.238,0.04766767855276649,0.19602800254423802,0.1473720590039435,0.07588116703142334,0.04155259808759469,0.15303476768545865,0.30788658660403767,0.009227464393684881,0.2342795475231989,0.15177628545518299,0.17434033870265744,0.3046074000919128,0.11168941663513679,0.17407380723778385,0.0806894367586086
